tid,uid
15842,1348668511
16858,96716061
16612,756950222
15163,741491314886377472
17335,2954511282
15518,2612335900
17270,360766524
16519,1090892462166544385
17493,151895642
15908,803969982723923968
15462,1131223274258620417
17259,1013915710702178305
15248,1286397119595765761
17617,1321787259776098310
15720,1021951161400795141
17383,894535490
16475,105503407
16478,1140508706444054528
16064,810486207083937792
15134,1273445710105653249
15689,2226625076
17247,1150855099188690946
17209,807148091849711616
16903,2584392282
16089,600265387
15999,2584392282
15444,2154705692
15956,1239996813899444224
17326,78410075
16363,46537966
15957,748904003619127296
15197,2214263233
16027,1594075051
16004,705500541795827712
15085,1304560904802054146
15042,445994585
16182,1277176003840872448
17174,971711753783357440
16393,1323968871557173249
16029,1170870111973937153
17511,1290352092880625664
16411,2617375850
17180,1249846162007490565
16880,1095365550862098433
15367,125997369
15265,878649780
17184,268670411
16977,1226036874965372928
16696,1251878159093387264
17050,952909328998158336
17565,3429510183
16991,3022513187
16767,42322497
17644,1331640970312622081
16975,3238432054
16772,1333068655656120322
16514,1335781465
16719,95968302
15352,4839588365
16844,827122802993950720
17323,3036525989
16227,1100043629106733056
17188,3022513187
15457,707612551970996227
15690,353074890
15768,1275475111555063809
17528,1905109700
15702,1095365550862098433
17436,1278909006896128000
16553,1306331588280623108
15068,751843056274513920
17501,757176464735346692
17201,1289147947272114182
15913,2936093083
16482,794825125388492800
15042,794825125388492800
17001,794825125388492800
17497,1290352092880625664
17646,1610741209
15679,1318594345759637504
16069,1311005651926159360
17606,914709047370280961
15410,4811317993
15820,1269317458634121217
15790,827283670591369217
15221,1305360644955402240
17512,912494516
15063,1269317458634121217
16252,821927207509651456
16182,714777104
15288,3100561185
15573,1234998260990914562
16818,76355191
17296,2348878033
16731,1209949290728169473
16543,954367858808680448
15827,994016027167088640
15946,1181133130175922176
15482,1257400706048417792
15942,1104859142135709697
16382,16587350
17498,952753300029440002
16917,3099306533
16088,1138434708616994816
16688,2213904090
15650,952003185677348864
15011,994016027167088640
15052,3064266184
16478,4193196257
15740,190338613
17650,270466114
16928,714777104
17127,714777104
16763,3314414004
16123,776234837782831104
15780,186914141
15712,2891214350
15929,174934636
16070,761204716982394881
15335,1333065587480793088
15277,827283670591369217
16761,392448730
16092,1099233173848899584
15530,1166361102231494656
16914,444857355
16855,1303583256005271552
15823,107817903
16066,1063099723161190402
16112,1330630900229545985
15712,1217813674779389961
16853,293892095
15305,797806660316229633
17179,1316546371982438400
16865,369487343
16303,2565947280
15466,942226474815426560
16260,1015320041703837696
16802,898916657627897856
17476,1204551519493918720
17417,720879529
15896,508029458
15696,1307331182011584512
17185,752439118668263424
16157,1036271257363337217
15550,34947691
16650,957901050941329408
17386,2717211910
17178,984430466844561408
16417,1229120363168239616
16072,3180931062
15480,1333045635336036353
15075,312742230
15898,2173963963
15622,3268769600
15551,1114774563223683072
17391,1026954751760642048
16510,576499876
15396,813717046064218112
16896,987582426602864640
16682,3048858266
15759,1154094483610505216
15240,969083809189810176
17032,767656865459212288
16033,1270411879790280705
16693,766270894817865728
15934,3336607498
15511,1898246178
15757,1315322722369654785
16854,300907639
15474,2942451837
16948,1017199101660860421
17464,1191582000244760576
16331,399570276
16479,1041129056937304064
15084,784502082602610688
15110,37979634
15934,885879220081225728
15968,302041612
17659,89907746
17147,853914756016623616
15228,1072307914260578304
17454,3232863006
16832,1241681521855148032
15673,3885575968
17324,2878229774
16641,816911372
15113,3375928887
15979,2270917900
15641,2342190877
16647,2980930011
15343,2735298028
16683,1041402476082094080
16683,1332856264074944512
16380,1317457502032793602
16188,3956429362
16280,398604790
16296,21389283
15999,591679019
15443,389000180
15706,1130301810957258754
17134,938096115177713664
17027,2922653105
17533,134709087
15069,123140371
15965,1312793883034746881
17140,1255911177613455364
15025,3778254080
15852,1290352092880625664
15606,1198262380444168192
17577,124336950
16258,1180857354696437760
16794,129652477
16270,1171944930421420032
17339,988744984047312896
15995,1265056295247327234
16512,206764277
15399,398604790
16975,3231655058
15453,1013459267238559744
15900,1122252543181172736
17294,2495484156
17185,1045969557620510720
16244,2617114045
16604,456907408
16590,1266470825512796161
15930,2172023006
15168,1208890794771460096
17411,822962099911540737
17265,1664435582
16052,337141977
15387,549589501
17520,1241355719145852940
15594,2495224441
16944,827283670591369217
15562,1333053304553652226
17146,1203249298915414016
16932,991671016396021760
16030,46387407
16391,1146723380420366337
16966,816978386144804864
15782,1320003034789908482
17094,1320003034789908482
17151,1320003034789908482
15071,118676618
15806,353071878
16626,255232309
15268,222225350
16725,221626338
17230,321024461
17520,1121384007319482368
15379,396837245
15311,2729938969
16935,1285458905112481793
16935,1122661465989820416
16851,1023812677821509632
16173,743579496574492673
17269,149925820
17254,35480857
17417,1263528145795383299
17104,185995946
15274,994635028238929920
15988,920545122
15553,1277176003840872448
15453,907079654594379776
16093,3000985198
15060,187458178
16524,155081043
17345,1228136514288279552
17123,1103377755536674816
17578,978106427402153984
15833,356684409
15145,2388345264
15239,367148460
16561,115334075
15616,391980489
17309,3240704008
16487,1189536056095494144
17358,1095632586297225216
16013,729866232
15751,906307286
15497,584133867
17646,963556085281026048
15246,3643243882
16653,3182868101
17127,1285506472202272770
16365,1313014585113288704
16959,2323116398
15011,1287361105434685441
15697,718322568520933376
15915,3146436817
16154,1192915441615867905
16568,834990897670414336
16721,592063796
16117,911429689683726341
16334,1312793883034746881
17016,1043140998153560064
15533,1098914033187651589
16940,2719113615
16671,1679910595
15468,1679910595
16426,61733948
15143,2385709534
16038,1679910595
16328,1189132506458664963
17469,20125438
16946,1335152436
15795,1193985243524546560
16823,1217138508210614272
16012,1217849933115678720
17228,718486225028386816
16455,260716166
17568,537258717
16453,1291410114692493312
15945,1307099927147958277
15016,1291410114692493312
15716,23363470
17049,1290352092880625664
15566,1165655202
16030,494986583
16060,1301613575245647877
15950,849580956474376192
16746,848393045410279424
16001,1138449037143740417
15820,2835157737
17225,1319488322675277825
17361,1120969426373890048
15376,2429482727
15921,778098411694354432
17150,56874600
17378,1289158594789867520
15195,47920846
17378,778098411694354432
15862,1290352092880625664
16303,803443829709930496
15342,182707532
15900,940323330904678400
15762,372220402
15423,1293609220806516739
15708,1314090614921756672
17009,13075282
16571,34948888
17495,1207159373568626688
16678,372220402
15760,1313014585113288704
17396,1074492392311406594
15745,35480857
16567,1221044687705907200
16226,1145422654469496834
15754,1302800424572006400
16425,1151504646
15248,1277261548935884802
15894,4830331266
17040,2218959174
16226,94307636
16182,2218959174
17610,2428826472
15780,3230860169
16927,273049961
17547,770951419847385088
17468,987582426602864640
16755,856198472277557252
17276,266739563
15149,1326678632383721478
16421,382739566
16056,1325523583444148224
16415,266739563
16312,765164611964379136
15156,1085021508035137536
16565,180498723
16620,56874600
15491,748079367339806720
15946,748079367339806720
15043,2253382320
15291,197747310
16597,3771643817
15970,92955741
17173,893738065344307200
15052,1035677668614844421
15775,1333020286065774592
16163,1302345552252882946
16237,316981020
15379,1258749212239560704
16494,893738065344307200
16483,748079367339806720
15767,1274768315538423813
15033,1302345552252882946
17453,893738065344307200
16149,1267557654446161927
16854,786925177871462400
15535,1210291204392443913
16411,163928198
15362,993873229583405056
17657,922879194773716994
17232,1254610359979323394
16963,1850233554
16827,1080091732757409794
15718,1066531942101708800
16353,942156311256621056
16636,217778728
17139,2575162909
16881,790976742580162561
17151,1062740675152764928
16910,1302948248479502339
15609,750167402
15889,1128652191399596033
17445,1331220926361382916
17500,718441076638556161
15298,1221746089293950976
16795,512795887
16147,1186794496262049793
15184,1330205066637225984
17389,718441076638556161
15462,1311507853270802433
17308,759235040
15113,1012105103266975746
17145,2772719962
15732,1259907185628401664
17189,3004637409
17406,3158974341
16842,828237145496289280
15509,148356086
15824,336373382
15840,1313014585113288704
15559,434276158
17314,62798089
15384,943982708426002432
17422,1140940051821580288
17240,561064227
17049,782002107062681600
15610,1289012524449517569
16664,200174809
16910,1331607517194035203
16435,200174809
17426,1604301788
15372,1324898656831598593
16965,2412978855
16410,43571041
17266,1127372840951480320
16720,1392878804
17067,367941118
16190,1321747136904601601
16958,1276197239359254531
15323,2593752634
17031,2593752634
15677,1719528584
17647,302530437
16536,715047601247272960
16244,1333046445713354753
17680,91308604
17660,1282627930380578816
15347,2155227048
17378,2248577551
15827,985854918635466753
16506,1118911384652275712
15543,872377708344430592
15604,3650751201
16561,1147214426015064064
15883,1278090984757383176
16766,1687493346
15804,1392878804
16461,3305015360
15111,1313014585113288704
15262,321024461
16312,1147342359488634880
15506,988396369533652992
17415,1086646700570304512
16569,1256034502880698368
15549,3073763955
15914,1161367998495633408
15360,1333045635336036353
15408,43478468
16756,776561676317499392
15159,3700082123
15948,1333047551860244480
16966,1183683857138290688
15810,1132309965232848896
17489,715938207494443008
16170,778098411694354432
17581,128823884
16393,4188479488
15132,1045007725107859456
16796,771873764346769408
17580,1045007725107859456
16402,1303376931308605441
16451,553822787
15670,801763877960712193
15291,931147137374670848
16505,700456141348741120
16643,1290446465035370498
17676,1290446465035370498
15320,1045007725107859456
16007,2805914559
15560,1046395700572041216
15959,1243600659963928581
16811,753671060416040960
16960,376294779
17137,45521162
15136,59083400
15214,124615309
17462,976325558
15787,204947005
16604,29440560
17556,17601326
17166,445932480
17557,1286791249
16940,1286791249
17447,1331220926361382916
16152,828180910214254593
15850,3319435535
16313,990631635229036544
16106,293483638
17163,128916643
15523,1117793273941319686
16352,1126132129811914753
16745,4846663961
15504,555451987
17515,14279399
16836,1126132129811914753
17113,1474919748
17265,4846663961
16468,1281826827279966208
16696,580353731
16228,3252228648
16343,3579012436
16416,990633892024651776
17137,3633207556
17120,816976717277499392
15085,1185954959059275779
17198,1198977389625323523
16900,949060825649700864
16957,584125963
15136,1118997484653641728
15277,1942047332
17028,1300070958787518464
15381,1108779800263577600
16794,1300070958787518464
15809,893902258542432256
16917,165207263
17020,274987996
15517,1023812677821509632
15395,725047896538755072
16758,103287164
16606,1185954959059275779
15967,992164683523096577
17235,699723
15749,3269510738
16968,149807641
17130,2274316903
15263,957866418
17062,381521881
15118,1185954959059275779
16354,3039073797
15113,1185954959059275779
17192,3318501718
17591,50582197
15193,93694409
16043,980987864245776385
17386,3039073797
15603,1242433317175246850
16178,1230796107107721216
16003,3236790704
16874,977613823975698432
16236,2795633347
17066,1128959708524613632
16843,977613823975698432
15258,1331085846095802371
15055,1331085846095802371
16032,4863031389
15466,977613823975698432
16312,1242433317175246850
16630,1640910954
16259,48009845
16997,2751206161
17062,895571637373816832
15181,52527048
15456,1535123317
16571,82648751
15230,1242115609187553281
15541,149807641
17030,793066009666224129
17239,70972805
15810,414098866
16396,1206938181070983168
15094,402788100
17689,4624682543
15128,932883864904716288
16337,714875010
15246,1119424476
16875,3258416830
15205,84176739
16490,118747925
17621,833487462
15924,2938623477
15802,1266495881341284353
15498,1395116581
17439,558807693
15206,2482374144
15400,553951646
17418,402055964
16303,1284725908520284165
15293,390185665
15075,956895878
15919,1191690660744749058
15619,1658056933
16948,1324576824148422661
17485,1259518704091570177
16557,1284725908520284165
15089,794767506
15604,1043726284021358594
17312,1040223883801096192
15743,1322541354572984321
16026,4881616991
17257,2776959788
15442,957940131851223040
17679,1209878574473322496
16494,1314209528972361728
17142,1296409669364338695
15558,930198113003982854
16934,252410657
17175,1267548635765641231
16409,955942879070912513
16236,884687575738449920
16279,3329409983
15003,208236949
16733,1251459761855500288
15685,1278963272352292864
16483,1912808839
15361,1327223315719720961
17326,1165655202
15331,1276184943702532096
15669,1329384400530837506
15293,986288745770037248
15454,1272228150748098560
15494,819398390
16885,4209411466
15382,1180505251306065921
16446,422688189
17389,1150698025741946880
17119,3305015360
16173,949630627
17058,581023919
17045,3344691073
15917,946076205400363008
16702,1009205716651892737
17618,4380296176
16996,54137507
17664,3042242050
15522,1045969557620510720
16419,1043726284021358594
15149,1166361102231494656
15349,1190022179015913472
15563,3049201457
16616,2725441350
16608,1216138804878168065
16001,541630793
16069,1323563807604695040
16834,1151716093783764992
17151,938850278060814336
16492,1276144506413428736
15542,2461775767
15283,613799457
15398,870646280221061120
15887,1123974795509620738
15899,771808693180469248
15371,52858939
17139,707958793322106880
15731,959198734306414594
17421,1437468288
17398,1190022179015913472
17690,1165924564251160581
15959,1301792971688468480
15673,1392735704
17231,873488809052311553
16859,1135250511152779272
15496,4852290238
16957,732853693700280321
15059,2342950560
17622,2876636494
17474,2209046617
15971,947580522208915457
16959,235773861
17627,3599958862
16398,1017916750485164032
16408,2356364449
16045,3170193802
17326,1093237125187813376
17342,2372335888
17569,2275825164
16482,2481977062
16609,1296607876077817861
15027,1152653592542830592
17591,1006878763479715840
16382,2879840663
17587,1262056739412770820
17004,807103419181731841
16915,16941621
16130,15222260
17124,90904813
17347,1054834337995218944
15213,1174051585611259904
16844,449966335
15042,1317434850203369472
17366,1329064446887665666
16563,1280218335704121344
16697,537258717
17113,90904813
16043,715305396337057794
17270,90904813
16520,29943687
17234,1312793883034746881
16161,90904813
17204,725274372
17092,960299141976018945
17460,952217196134100992
17688,1319378437132455953
15856,90904813
15601,20317337
16612,743468468859768832
16232,90904813
17502,417439988
16478,725274372
16486,1269398630135484419
17571,14461963
17125,90904813
17216,1299936068062662657
16463,90904813
17614,544006195
16037,90904813
16235,257857451
17398,701707133012856832
17568,1171342662
15191,1203324278319566850
15152,857664251619573760
16924,778388459551621120
17302,396448772
15664,828320267382427652
16067,1242115609187553281
16718,777308969333248001
17075,304821846
17653,1224837549140606977
16243,4038075432
16709,2882468170
15050,2882468170
16769,2882468170
15145,537258717
15060,963850929404596224
16197,2882468170
15283,1171203706014130177
15360,94307636
17085,1241470506093678593
16883,1037724534
16210,1012427935838539776
15522,1104784620065824770
16211,1227532370
16237,537258717
16401,873137048672235520
15801,714294530
15926,3069943600
16406,956895878
15488,920044858261241856
16928,2210717286
15109,1120697535058702336
15801,2674852447
16123,2418748397
15119,187889797
16463,402788100
15856,1191655681176162304
16270,338696738
15557,918892632260141059
17617,231071506
17129,460552965
15920,2217918698
16963,1217433377243971584
16997,1276188275288543234
17003,1297323260913344512
16927,489588794
15009,2156078671
15509,1221572627963228161
16361,956895878
16229,1180505251306065921
16121,985627226363322369
15748,1071059123184287745
16690,1287439443884941313
17491,495239452
16209,287283649
17673,30081593
17348,30081593
16611,1330236493
15444,293881239
17208,926949516313485312
15480,1071059123184287745
17166,1215463016013148160
15698,858354920004734976
15264,859931501479198720
15947,738471453180432386
16029,941412928431050755
16085,3052225397
15068,939144578376052736
16849,1291143216
17549,1187396489967996934
15335,176214188
15294,999847445021544448
17517,1012427935838539776
16762,3091988249
17013,1040373345357910016
15159,2616683545
16138,350388833
16913,1169018700609069060
15325,1282758017973444612
17236,178696681
17166,176214188
16771,1289779893903843328
15834,176214188
15895,2297602044
15444,1031575557610319872
16458,2823040876
17258,1147214426015064064
15092,1321470740
16830,3133937252
16143,917610535822221313
15607,2454123943
15422,2155253150
16770,2876559129
15022,873987363571105793
15354,829899522969047040
17470,962394282459107329
15930,1087118608596127745
17273,834183648
17541,1321470740
15992,707958793322106880
15479,1375754970
16497,1285530216
17425,1155297287465328641
16063,394414344
17364,1242115609187553281
17600,445058266
15563,2488621788
16581,31351054
15761,2967917568
15875,856198472277557252
15728,100249934
15202,873268976998109185
16312,998736227498057733
15997,908809903
17401,1093237125187813376
17278,757278149717688320
16722,1097506107688472576
17458,2234752429
15546,3068993357
17612,2464455044
15289,794860646634553344
17475,1171177024817438720
15469,1098754046175989765
17425,1315595304218103808
16894,1230413746285293568
17626,3377358527
17209,3096947340
17128,1201529874
15264,1019083509661650944
15704,3344373105
17675,945275726198165504
15738,1091085194701008896
16805,2369383712
15153,2961176134
16729,1312793883034746881
17269,3176778128
15536,1242115609187553281
15544,2358303865
15579,738857599722999808
16738,2784855606
17689,1594263486
15629,2188825264
16469,830158482393423872
16268,3365949370
15962,596387294
16884,1330611159096061955
16897,596387294
17134,1710288949
17651,226917381
15179,1319140027
17456,4228816825
17309,1600533152
17542,1554453560
16067,1151472131110330369
16939,1305424362602934274
16690,1140940051821580288
16282,173344726
16089,1255628638772514816
16081,20287709
17076,142330522
15250,1717291327
16068,1123857090
15538,1717291327
15269,2782601209
15983,1172170725651832832
15564,3283943528
17068,2984087555
15378,866728659884879873
15357,1321470740
17454,837727729806159872
17578,1222202799850696704
17061,1252404144675028992
15030,1222202799850696704
15777,2451184217
15960,619057077
16975,1222202799850696704
17510,1222202799850696704
15596,1169429229513183238
16255,2376950755
17374,1222202799850696704
16925,1222202799850696704
15759,1222202799850696704
15764,1305155251654320128
15192,3151638108
17159,1097438634591035393
17530,17212758
16637,3873902361
15924,1333032231523250176
15777,1310269378341081088
17482,1420773278
15366,928622647977566208
16153,1215411802068131841
15258,1327311071284224005
15548,1219311594490007552
15656,1320003034789908482
15352,31351054
15295,1865627744
16383,3174290211
17014,3298051864
16538,786581377885937664
16935,3298051864
15307,163837762
16109,1311005651926159360
17408,2953509267
16641,872435031452647424
16135,1315729589650567170
16348,1245081240644001794
16671,967444518852231169
15582,1325974217653948418
16523,37488595
16194,1170413444618735617
15993,940073513787858946
15045,143231923
16283,1251051971181600768
15684,707958793322106880
16279,837727729806159872
15257,1332711819962699776
16894,976826941234995200
16711,1266543185066700801
16241,1148670764
15501,1229411604623745025
15491,3207159941
16033,77844457
15380,417439988
16166,1364464543
16681,2157283045
15630,950210760235474945
16109,1176043282331295744
16005,1199107869624455170
15667,755841722878300160
15977,2606337777
16399,1333029874722869255
15254,1261037719700090884
17142,1100333400047575041
15786,984915961357721600
16524,4858211357
16261,1025367321194295297
17678,755701000602738688
15581,1290692158283014144
16880,1079804055487213568
16291,1155733816172044288
16742,1146527240
16667,1702079971
16994,147821436
17613,1320003034789908482
15560,772598074317217792
17634,1254363002989686791
15434,119809824
15867,1499665430
15208,257343748
15632,2846509159
16217,351185425
17036,1276872745997959171
16396,837727729806159872
15893,1294902049650495489
17031,485410338
15980,2673654117
16400,87462420
17631,2603538532
16234,1277675024732819457
17557,3294077848
16600,2315573372
15723,3223686503
16705,1101547181725618182
15116,1276232600005292034
15186,772089445193572352
16417,1326901616247775232
15007,1256123236993191936
16029,1151472131110330369
17173,1702129692
17159,928622647977566208
15668,26101881
16190,250090545
17553,2725866932
17185,901665245244133377
15775,1123729121295708161
16588,985525987730391040
17222,282309120
15089,1090668472533729282
16092,1093056461368897536
17419,39058378
17127,1290713008008814596
16728,2438273763
16918,1067608064281460737
16504,3004321247
15601,1090668472533729282
15743,1036718919543914497
15769,163421399
16764,1117935526290575360
17134,3297616858
15865,3027250049
16508,717347317
17212,1229706667316645891
16461,219702222
16676,1081481808171151360
16169,499074119
17448,1289693821
15877,1334120742
17341,1207077730254237701
17617,78901093
17633,1081792615501033472
17539,1276144506413428736
16723,2355214826
15795,269743280
15974,69839247
16572,764621922
15889,1278525709821063169
15919,1168605437316481024
17528,837727729806159872
15964,915504506338545664
17627,1082590256048889857
16402,2619802625
15420,1548256382
17549,528279916
15792,343289407
16232,1328414332498145280
15053,3240837370
16060,901665245244133377
15449,1584212437
17201,714777104
17142,1324526796155441154
17087,1087089248107487234
16097,714777104
16830,714777104
16191,1649764076
17683,705675050
15303,1147957903
17418,239255383
16618,250053975
15967,1156176476129112065
15219,1934503716
16617,1328414332498145280
17686,3029338983
16081,606613628
15089,260253280
15052,1321907466804842499
15410,726755066682740736
16245,1203633781682376709
15056,3005913682
16648,857270477101957121
15085,1135176080862646272
17194,1167208397781065728
17496,1083006057289605120
15062,2152238259
16563,1284725908520284165
15286,990243457699647488
16526,1216439108706455554
15818,1284725908520284165
15029,1077985845053976577
16408,35003753
17108,3074468475
15447,837727729806159872
16662,1934503716
15388,1226170032843116550
16960,1149435962889580544
16135,1089607341765525505
15643,830399299859132418
16672,623739899
16899,101580803
15604,1316534388683935744
16518,556201315
16796,477132628
15155,1322216916656787457
15028,1205182481223311360
17378,1328879272124149767
15201,1186582521582096384
16145,1165364031877734400
15989,1100712235
15449,818420133890846722
16327,3007561835
16155,1295623667129278466
16066,565631633
16018,438327574
15637,1333023312352600064
15546,2523704781
15714,2846269720
15430,1100712235
16583,988039496833880064
16496,1078737140358541313
17314,952657034
16671,3024402449
16050,1113685418845798400
16696,69038359
15612,37076167
17330,1095261895643332608
16343,1078462748265197568
17579,551083737
16299,1062860558112841729
17624,1194297782439419904
15971,1325331872566669313
16459,1255846653992620037
17155,271291723
15968,826906247656005632
17205,1248906741909258240
15124,234203084
17487,1193075128210526208
16206,1247098180954730502
17035,929828771867254784
15969,528279916
16161,1293510025680478208
15599,1156819779669250048
17448,2274316903
16538,1066376910597439489
16889,1217568030043115521
16268,3000985198
15065,1295692646812389377
15168,1934503716
17280,1934503716
16797,2419752510
15624,1272121131324096514
16729,876555986
15468,1216043551148204034
15343,776330225630281729
16575,116410763
16959,979239464789790720
16917,1135612465461440514
17056,1161683052067602432
16886,1073977321768538112
15225,913282181052747776
17419,1221220359204155392
15168,1121638719281217538
16419,3073763955
16780,190520023
16773,321024461
17049,1199003226823114752
15425,1330183113926914052
16042,23163925
16272,2562380599
16122,867850872
16726,296542734
15747,1693203602
16055,499700743
15707,1004202676022722560
16065,138055707
16401,1024803534
16030,1244987031664463872
16472,1291410114692493312
15648,202748668
16304,749915566786408448
15722,1288883513039769606
15022,445010606
15659,710507916214845441
16128,56766146
15817,1065044779275378690
15572,233538975
16240,1092567187259314176
15881,1079038325896298497
17031,884879492
16425,1140363353400979462
16789,450548988
15080,851983884342394880
17177,1439726029
16963,781099282887806976
16978,1000669276934737920
16539,841923064992526336
15626,781149803816378368
15755,1242165252751527938
